$no_mbtree,$no_asm,$no_cabac,$no_scenecut,$aq_strength,$bframes,$qcomp,$qp,$ref,$rc_lookahead,$b_bias,$threads,$keyint,$crf,$scenecut,$seek,$ipratio, <$SSIM, <$Time
0,0,1,0,0.7,17,0.4,17,3,84,34,86,334,23.3,67,836,1.4,0.9957325,3.333333333
0,0,1,0,0.7,17,0.4,17,3,84,34,43,334,36.6,67,418,1.4,0.9517885,6
0,0,1,0,0.7,17,0.4,17,3,84,34,43,334,23.3,67,836,1.4,0.9957325,3.333333333
0,0,1,0,0.7,17,0.4,17,3,84,34,86,334,23.3,67,418,1.4,0.9885859,8.333333333
0,0,1,0,0.7,17,0.4,17,3,84,34,86,334,36.6,67,836,1.4,0.9800588,2.666666667
0,0,1,0,0.7,17,0.4,17,3,84,34,43,667,23.3,67,418,1.4,0.9885553,8.333333333
0,0,1,0,0.7,17,0.4,17,3,84,34,43,334,36.6,67,836,1.4,0.9800588,2.666666667
0,0,1,0,0.7,17,0.4,17,3,84,34,86,334,36.6,67,418,1.4,0.9517846,6.333333333
0,0,1,0,0.7,17,0.4,17,3,84,34,86,667,23.3,67,836,1.4,0.9957265,3
0,0,1,0,0.7,17,0.4,17,3,84,34,43,667,36.6,67,418,1.4,0.9519005,6
0,0,1,0,0.7,17,0.4,17,3,84,34,43,667,23.3,67,836,1.4,0.9957265,3
0,0,1,0,0.7,17,0.4,17,3,84,34,86,667,23.3,67,418,1.4,0.9885608,8.333333333
0,0,1,0,0.7,17,0.4,17,3,84,34,86,667,36.6,67,836,1.4,0.9799878,2.666666667
0,0,1,0,0.7,9,0.4,17,6,84,-33,43,334,23.3,34,418,1.4,0.9882268,11.33333333
0,0,1,0,0.7,17,0.4,17,3,84,34,43,667,36.6,67,836,1.4,0.9799878,2.666666667
0,0,1,0,0.7,17,0.4,17,3,84,34,86,667,36.6,67,418,1.4,0.9517888,6.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,43,667,23.3,34,418,1.4,0.9886147,8
0,0,1,0,0.7,9,0.4,17,3,84,34,86,334,36.6,34,836,1.4,0.9796564,2.666666667
0,0,1,0,0.7,9,0.4,17,3,84,34,86,334,36.6,34,418,1.4,0.9518046,6
0,0,1,0,0.7,9,0.4,17,3,84,34,43,334,36.6,34,836,1.4,0.9796564,2.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,43,334,36.6,34,418,1.4,0.9519784,6.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,86,334,23.3,34,836,1.4,0.9957265,3
0,0,1,0,0.7,9,0.4,17,3,84,34,86,334,23.3,34,418,1.4,0.9886171,8.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,43,334,23.3,34,836,1.4,0.9957265,2.666666667
0,0,1,0,0.7,9,0.4,17,3,84,34,43,334,23.3,67,418,1.4,0.9886804,8.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,86,667,36.6,34,836,1.4,0.9796564,2.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,86,667,36.6,34,418,1.4,0.9516166,6.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,43,667,36.6,34,836,1.4,0.9796564,2.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,43,667,36.6,34,418,1.4,0.9517943,6
0,0,1,0,0.7,9,0.4,17,3,84,34,86,667,23.3,34,836,1.4,0.9957265,3
0,0,1,0,0.7,9,0.4,17,3,84,34,86,667,23.3,34,418,1.4,0.988621,8.333333333
0,0,1,0,0.7,9,0.4,17,3,84,34,43,667,23.3,34,836,1.4,0.9957265,3
0,0,1,0,0.7,9,0.4,17,3,84,34,43,334,23.3,34,418,1.4,0.9886111,8.333333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,43,667,36.6,67,418,1.4,0.949223,8
0,0,1,0,0.7,9,0.4,17,6,84,-33,86,667,23.3,67,836,1.4,0.9955127,4.333333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,86,667,23.3,67,418,1.4,0.9883255,11.33333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,43,667,23.3,67,836,1.4,0.9955127,4
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,334,23.3,34,418,1.4,0.9882268,11.33333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,86,667,36.6,67,836,1.4,0.9755714,3.333333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,86,667,36.6,67,418,1.4,0.949223,8
0,0,1,0,0.7,9,0.4,17,6,84,-33,43,667,36.6,67,836,1.4,0.9755714,3.333333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,43,334,36.6,67,418,1.4,0.9496275,8
0,0,1,0,0.7,9,0.4,17,6,84,-33,86,334,23.3,67,836,1.4,0.9955163,4.333333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,86,334,23.3,67,418,1.4,0.988306,11.33333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,43,334,23.3,67,836,1.4,0.9955163,4.333333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,43,667,23.3,67,418,1.4,0.9883255,11.33333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,86,334,36.6,67,836,1.4,0.9756006,3.333333333
0,0,1,0,0.7,9,0.4,17,6,84,-33,86,334,36.6,67,418,1.4,0.9496275,8
0,0,1,0,0.7,9,0.4,17,6,84,-33,43,334,36.6,67,836,1.4,0.9756006,3.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,334,23.3,34,836,1.4,0.9955208,4.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,334,23.3,34,836,1.4,0.9955208,4
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,334,23.3,34,418,1.4,0.9882268,11.66666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,667,36.6,67,418,1.4,0.9518948,7.333333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,667,36.6,67,836,1.4,0.9799567,2.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,334,23.3,34,418,1.4,0.988189,8.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,667,36.6,67,836,1.4,0.9799567,3
0,0,1,0,0.7,17,0.4,17,6,84,34,86,667,23.3,67,418,1.4,0.9885826,10.33333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,667,23.3,67,836,1.4,0.9957311,3.333333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,667,36.6,67,418,1.4,0.9518929,7.333333333
0,0,1,0,0.7,17,0.4,17,6,84,34,86,667,23.3,67,836,1.4,0.9957311,3.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,334,36.6,67,418,1.4,0.9519376,7.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,43,334,36.6,67,836,1.4,0.9800228,2.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,43,667,23.3,67,418,1.4,0.9885827,10.33333333
0,0,1,0,0.7,17,0.4,17,6,84,34,86,334,36.6,67,836,1.4,0.9800228,2.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,334,23.3,67,418,1.4,0.9886038,10.33333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,334,23.3,67,836,1.4,0.9957386,3.333333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,334,36.6,67,418,1.4,0.9520438,7.333333333
0,0,1,0,0.7,17,0.4,17,6,84,34,86,334,23.3,67,836,1.4,0.9957386,3.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,334,36.6,34,836,1.4,0.9758782,3
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,34,418,1.4,0.9492766,6.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,34,836,1.4,0.9758782,3
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,334,23.3,34,836,1.4,0.9955078,3.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,334,23.3,34,418,1.4,0.988189,9
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,334,23.3,34,836,1.4,0.9955078,3.333333333
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,334,36.6,34,418,1.4,0.9492766,6.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,43,334,23.3,34,418,1.4,0.9885178,10.33333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,667,36.6,67,836,1.4,0.9800525,2.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,86,667,36.6,67,418,1.4,0.9518064,7.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,43,667,36.6,67,836,1.4,0.9800525,2.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,43,667,36.6,67,418,1.4,0.9520547,7
0,0,1,0,0.7,9,0.4,17,6,84,34,86,667,23.3,67,836,1.4,0.9957476,3.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,86,667,23.3,67,418,1.4,0.9887145,10
0,0,1,0,0.7,9,0.4,17,6,84,34,43,667,23.3,67,836,1.4,0.9957476,3.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,43,667,23.3,67,418,1.4,0.9887084,10.33333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,334,36.6,67,836,1.4,0.9796175,2.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,86,334,36.6,67,418,1.4,0.9518846,7.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,43,334,36.6,67,836,1.4,0.9796175,2.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,43,334,36.6,67,418,1.4,0.9520954,7.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,334,23.3,67,836,1.4,0.9957439,3.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,334,23.3,67,418,1.4,0.9887142,10.33333333
0,0,1,0,0.7,9,0.4,17,6,84,34,43,334,23.3,67,836,1.4,0.9957439,3.333333333
0,0,1,0,0.7,17,0.4,17,6,84,34,86,667,36.6,34,836,1.4,0.9800445,2.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,43,334,23.3,67,418,1.4,0.9886068,10.33333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,667,36.6,34,836,1.4,0.9800445,2.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,667,36.6,34,418,1.4,0.9514402,7.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,667,23.3,34,836,1.4,0.9957315,3.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,43,667,36.6,34,418,1.4,0.9514417,7.333333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,667,23.3,34,836,1.4,0.9957315,3.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,667,23.3,34,418,1.4,0.988524,10.33333333
0,0,1,0,0.7,17,0.4,17,6,84,34,86,334,36.6,34,836,1.4,0.9800434,2.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,43,667,23.3,34,418,1.4,0.9885246,10.33333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,334,36.6,34,836,1.4,0.9800434,2.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,334,36.6,34,418,1.4,0.9514208,7.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,334,23.3,34,836,1.4,0.9957315,3.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,43,334,36.6,34,418,1.4,0.9514223,7.333333333
0,0,1,0,0.7,17,0.4,17,6,84,34,43,334,23.3,34,836,1.4,0.9957315,3.666666667
0,0,1,0,0.7,17,0.4,17,6,84,34,86,334,23.3,34,418,1.4,0.9885171,10.33333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,67,418,1.4,0.9883246,11.33333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,667,23.3,67,836,1.4,0.9955151,4.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,67,418,1.4,0.9492438,8
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,67,836,1.4,0.9955151,4.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,667,36.6,67,418,1.4,0.9492438,8
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,67,836,1.4,0.9757763,3.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,43,334,23.3,34,418,1.4,0.9886298,10.33333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,667,36.6,67,836,1.4,0.9757763,3.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,334,23.3,67,418,1.4,0.9883065,11.33333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,334,23.3,67,836,1.4,0.9955188,4.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,334,36.6,67,418,1.4,0.9496897,8.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,334,23.3,67,836,1.4,0.9955188,4.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,334,36.6,67,418,1.4,0.9496897,8.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,334,36.6,67,836,1.4,0.9758042,3
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,667,23.3,67,418,1.4,0.9883246,11.33333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,334,36.6,67,836,1.4,0.9758042,3
0,0,1,0,0.7,9,0.4,17,6,84,34,43,667,23.3,34,836,1.4,0.9957342,3.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,86,667,23.3,34,418,1.4,0.9886279,10.33333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,667,23.3,34,836,1.4,0.9957342,3.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,43,667,36.6,34,418,1.4,0.9517251,7.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,43,667,36.6,34,836,1.4,0.980437,2.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,86,667,36.6,34,418,1.4,0.9514372,7.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,667,36.6,34,836,1.4,0.980437,3
0,0,1,0,0.7,9,0.4,17,6,84,34,43,334,23.3,67,418,1.4,0.9887208,10
0,0,1,0,0.7,9,0.4,17,6,84,34,43,334,23.3,34,836,1.4,0.9957342,3.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,334,23.3,34,418,1.4,0.9886222,10.33333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,334,23.3,34,836,1.4,0.9957342,3.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,43,334,36.6,34,418,1.4,0.95174,7.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,43,334,36.6,34,836,1.4,0.980437,2.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,86,334,36.6,34,418,1.4,0.9514897,7.333333333
0,0,1,0,0.7,9,0.4,17,6,84,34,86,334,36.6,34,836,1.4,0.980437,2.666666667
0,0,1,0,0.7,9,0.4,17,6,84,34,43,667,23.3,34,418,1.4,0.9886354,10
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,34,836,1.4,0.9955204,4.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,34,418,1.4,0.9492202,8.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,667,23.3,34,836,1.4,0.9955204,4.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,34,418,1.4,0.9882358,11.33333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,667,36.6,34,836,1.4,0.9760988,3.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,334,23.3,67,418,1.4,0.9883065,11.33333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,34,836,1.4,0.9760988,3
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,667,36.6,34,418,1.4,0.9492202,8.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,334,36.6,34,418,1.4,0.9492816,8.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,334,36.6,34,836,1.4,0.9761409,3.333333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,667,23.3,34,418,1.4,0.9882358,11.33333333
0,0,1,0,0.7,17,0.4,17,6,84,-33,43,334,36.6,34,836,1.4,0.9761409,3
0,0,1,0,0.7,17,0.4,17,6,84,-33,86,334,36.6,34,418,1.4,0.9492816,8.333333333
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,667,36.6,34,836,1.4,0.9758314,2.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,34,418,1.4,0.9488832,7
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,34,836,1.4,0.9758314,2.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,334,23.3,67,418,1.4,0.9882712,9
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,667,23.3,34,836,1.4,0.9955074,3.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,23.3,34,418,1.4,0.9881981,9
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,23.3,34,836,1.4,0.9955074,3.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,667,36.6,34,418,1.4,0.9488832,6.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,667,23.3,34,418,1.4,0.9881981,8.666666667
0,0,1,0,0.7,9,0.4,34,3,84,34,86,334,36.6,67,836,1.4,0.9790183,2.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,43,667,23.3,67,418,1.4,0.9886757,8
0,0,1,0,0.7,9,0.4,34,3,84,34,43,334,36.6,67,836,1.4,0.9790183,2.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,86,334,36.6,67,418,1.4,0.9518716,6.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,86,334,23.3,67,836,1.4,0.9957557,3
0,0,1,0,0.7,9,0.4,34,3,84,34,43,334,36.6,67,418,1.4,0.9518716,6.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,43,334,23.3,67,836,1.4,0.9957557,3
0,0,1,0,0.7,9,0.4,34,3,84,34,86,334,23.3,67,418,1.4,0.9886929,8
0,0,1,0,0.7,9,0.4,34,3,84,34,86,667,36.6,67,836,1.4,0.9794533,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,34,43,334,23.3,34,418,1.4,0.9884984,8
0,0,1,0,0.7,9,0.4,34,3,84,34,43,667,36.6,67,836,1.4,0.9794533,2.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,86,667,36.6,67,418,1.4,0.9519278,6.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,86,667,23.3,67,836,1.4,0.9957594,3
0,0,1,0,0.7,9,0.4,34,3,84,34,43,667,36.6,67,418,1.4,0.9519672,6
0,0,1,0,0.7,9,0.4,34,3,84,34,43,667,23.3,67,836,1.4,0.9957594,3
0,0,1,0,0.7,9,0.4,34,3,84,34,86,667,23.3,67,418,1.4,0.9886773,8.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,43,667,23.3,34,418,1.4,0.9885025,8.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,86,334,36.6,34,836,1.4,0.9801876,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,34,86,334,36.6,34,418,1.4,0.9514351,6
0,0,1,0,0.7,17,0.4,34,3,84,34,43,334,36.6,34,836,1.4,0.9801876,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,34,43,334,36.6,34,418,1.4,0.9514353,6.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,86,334,23.3,34,836,1.4,0.9956898,3
0,0,1,0,0.7,17,0.4,34,3,84,34,86,334,23.3,34,418,1.4,0.9884984,8.666666667
0,0,1,0,0.7,17,0.4,34,3,84,34,43,334,23.3,34,836,1.4,0.9956898,3
0,0,1,0,0.7,17,0.4,34,3,84,34,86,667,23.3,34,836,1.4,0.9956898,3.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,86,667,23.3,34,418,1.4,0.9885033,8.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,43,667,23.3,34,836,1.4,0.9956898,3
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,67,836,1.4,0.9955205,3.333333333
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,67,418,1.4,0.9882715,9
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,67,836,1.4,0.9955205,3.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,67,418,1.4,0.9499894,7
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,67,836,1.4,0.9766616,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,67,418,1.4,0.9499894,7
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,67,836,1.4,0.9766616,3
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,67,418,1.4,0.9882957,8.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,67,836,1.4,0.9955168,3.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,67,418,1.4,0.9882957,9
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,67,836,1.4,0.9955168,3.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,67,418,1.4,0.9491377,6.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,67,836,1.4,0.9766344,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,67,418,1.4,0.9491377,7
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,67,836,1.4,0.9766344,3
0,0,1,0,0.7,9,0.4,34,3,84,34,43,334,23.3,34,418,1.4,0.9886111,8
0,0,1,0,0.7,9,0.4,34,3,84,34,86,334,23.3,34,418,1.4,0.9886171,8.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,43,334,23.3,34,836,1.4,0.9957265,3
0,0,1,0,0.7,9,0.4,34,3,84,34,43,334,36.6,34,418,1.4,0.9519784,6
0,0,1,0,0.7,9,0.4,34,3,84,34,86,334,23.3,34,836,1.4,0.9957265,3
0,0,1,0,0.7,9,0.4,34,3,84,34,86,334,36.6,34,418,1.4,0.9518046,6.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,43,334,36.6,34,836,1.4,0.9796564,2.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,43,667,23.3,34,418,1.4,0.9886147,8.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,86,334,36.6,34,836,1.4,0.9796564,2.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,86,667,23.3,34,418,1.4,0.988621,8.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,43,667,23.3,34,836,1.4,0.9957265,3
0,0,1,0,0.7,9,0.4,34,3,84,34,43,667,36.6,34,418,1.4,0.9517943,6
0,0,1,0,0.7,9,0.4,34,3,84,34,86,667,23.3,34,836,1.4,0.9957265,3
0,0,1,0,0.7,9,0.4,34,3,84,34,86,667,36.6,34,418,1.4,0.9516166,6.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,43,667,36.6,34,836,1.4,0.9796564,2.333333333
0,0,1,0,0.7,9,0.4,34,3,84,34,43,334,23.3,67,418,1.4,0.9886804,8
0,0,1,0,0.7,9,0.4,34,3,84,34,86,667,36.6,34,836,1.4,0.9796564,2.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,334,23.3,67,836,1.4,0.9955198,3.333333333
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,334,36.6,67,418,1.4,0.9498832,7
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,334,23.3,67,836,1.4,0.9955198,3.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,334,23.3,67,418,1.4,0.9882712,9
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,67,836,1.4,0.9763827,2.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,667,23.3,67,418,1.4,0.9882965,9
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,334,36.6,67,836,1.4,0.9763827,2.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,67,418,1.4,0.9498832,7
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,23.3,67,836,1.4,0.9955161,3.333333333
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,667,36.6,67,418,1.4,0.9489169,6.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,667,23.3,67,836,1.4,0.9955161,3.666666667
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,23.3,67,418,1.4,0.9882965,9
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,67,836,1.4,0.9763542,3
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,34,418,1.4,0.988189,9
0,0,1,0,0.7,9,0.4,34,3,84,-33,43,667,36.6,67,836,1.4,0.9763542,3
0,0,1,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,67,418,1.4,0.9489169,6.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,34,418,1.4,0.9492766,7
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,34,836,1.4,0.9955059,3.333333333
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,34,418,1.4,0.988189,9
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,34,836,1.4,0.9955059,3.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,34,418,1.4,0.9881981,9
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,34,836,1.4,0.9760991,3
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,34,418,1.4,0.9492766,7
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,34,836,1.4,0.9760991,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,34,418,1.4,0.9490483,7
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,34,836,1.4,0.9955055,3.333333333
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,34,418,1.4,0.9881981,9.333333333
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,34,836,1.4,0.9955055,3.333333333
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,67,418,1.4,0.9882715,9
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,34,836,1.4,0.9760597,3
0,0,1,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,34,418,1.4,0.9490483,7
0,0,1,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,34,836,1.4,0.9760597,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,34,43,334,36.6,67,836,1.4,0.9800588,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,34,86,334,36.6,67,418,1.4,0.9517846,6.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,86,334,36.6,67,836,1.4,0.9800588,2.666666667
0,0,1,0,0.7,17,0.4,34,3,84,34,43,667,23.3,67,418,1.4,0.9885553,8
0,0,1,0,0.7,17,0.4,34,3,84,34,43,334,23.3,67,836,1.4,0.9957325,3
0,0,1,0,0.7,17,0.4,34,3,84,34,86,334,23.3,67,418,1.4,0.9885859,8.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,86,334,23.3,67,836,1.4,0.9957325,3.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,43,334,36.6,67,418,1.4,0.9517885,6.333333333
0,0,1,0,0.7,17,0.4,34,3,84,34,43,667,36.6,67,836,1.4,0.9799878,2.666666667
